Div,Date,Time,HomeTeam,AwayTeam,Referee,B365H,B365D,B365A,Result,HomeTeamCode,AwayTeamCode,time,hour,RefereeCode,HomeTeam_Form_Score,AwayTeam_Form_Score,HomeTeam_Overall_Rating,AwayTeam_Overall_Rating,B365_result,H2H_HomeForm,H2H_AwayForm
E0,2022-08-14,14:00:00,Nott'm Forest,West Ham,R Jones,4.2,3.6,1.85,1,19,25,14:00:00,14,27,0,-3,0.374,0.39,2,0.0,0.0
E0,2022-08-14,16:30:00,Chelsea,Tottenham,A Taylor,2.25,3.4,3.2,0,6,23,16:30:00,16,3,1,3,0.525,0.506,1,1.0,1.0
E0,2022-08-15,20:00:00,Liverpool,Crystal Palace,P Tierney,1.18,6.75,16.0,0,13,7,20:00:00,20,26,4,-2,0.711,0.397,1,1.0,1.0
E0,2022-08-20,12:30:00,Tottenham,Wolves,S Hooper,1.4,4.75,7.5,1,23,26,12:30:00,12,33,3,-4,0.506,0.362,1,0.0,1.0
E0,2022-08-20,15:00:00,Crystal Palace,Aston Villa,A Madley,2.5,3.25,2.9,1,7,1,15:00:00,15,1,2,-2,0.397,0.503,1,0.5,0.5
E0,2022-08-20,15:00:00,Everton,Nott'm Forest,A Marriner,1.9,3.6,4.0,0,8,19,15:00:00,15,2,0,-1,0.344,0.374,1,0.0,0.0
E0,2022-08-20,15:00:00,Fulham,Brentford,P Bankes,2.45,3.4,2.9,1,9,3,15:00:00,15,25,0,2,0.425,0.415,1,0.0,0.0
E0,2022-08-20,15:00:00,Leicester,Southampton,M Salisbury,1.83,4.0,4.0,2,12,21,15:00:00,15,23,1,-4,0.299,0.197,1,1.5,0.5
E0,2022-08-20,17:30:00,Bournemouth,Arsenal,C Pawson,8.0,4.75,1.4,2,2,0,17:30:00,17,5,1,1,0.401,0.684,2,0.0,0.0
E0,2022-08-21,14:00:00,Leeds,Chelsea,S Attwell,5.75,4.5,1.53,1,11,6,14:00:00,14,31,-1,2,0.276,0.525,2,0.0,0.0
E0,2022-08-21,14:00:00,West Ham,Brighton,A Taylor,2.3,3.4,3.1,2,25,4,14:00:00,14,3,-1,2,0.39,0.46,1,0.5,0.5
E0,2022-08-21,16:30:00,Newcastle,Man City,J Gillett,7.5,5.0,1.36,0,17,15,16:30:00,16,12,3,4,0.507,0.74,2,0.0,0.0
E0,2022-08-22,20:00:00,Man United,Liverpool,M Oliver,5.25,4.33,1.6,1,16,13,20:00:00,20,22,1,3,0.496,0.711,2,0.0,0.0
E0,2022-08-27,12:30:00,Southampton,Man United,A Madley,4.2,4.0,1.8,2,21,16,12:30:00,12,1,-2,-5,0.197,0.496,2,1.0,1.0
E0,2022-08-27,15:00:00,Brentford,Everton,J Brooks,2.0,3.5,3.75,0,3,8,15:00:00,15,11,2,-2,0.415,0.344,1,1.0,1.0
E0,2022-08-27,15:00:00,Brighton,Leeds,M Salisbury,1.9,3.8,3.8,1,4,11,15:00:00,15,23,2,1,0.46,0.276,1,1.0,1.0
E0,2022-08-27,15:00:00,Chelsea,Leicester,P Tierney,1.4,5.0,7.0,1,6,12,15:00:00,15,26,2,-1,0.525,0.299,1,0.5,1.5
E0,2022-08-27,15:00:00,Liverpool,Bournemouth,S Attwell,1.1,10.0,26.0,1,13,2,15:00:00,15,31,3,-1,0.711,0.401,1,0.0,0.0
E0,2022-08-27,15:00:00,Man City,Crystal Palace,D England,1.18,7.5,13.0,1,15,7,15:00:00,15,8,5,-1,0.74,0.397,1,0.5,0.5
E0,2022-08-27,17:30:00,Arsenal,Fulham,J Gillett,1.3,5.75,9.0,1,0,9,17:30:00,17,12,3,0,0.684,0.425,1,0.0,0.0
E0,2022-08-28,14:00:00,Aston Villa,West Ham,D Coote,2.3,3.4,3.1,2,1,25,14:00:00,14,7,1,-3,0.503,0.39,1,0.0,0.0
E0,2022-08-28,14:00:00,Wolves,Newcastle,P Bankes,2.7,3.3,2.7,0,26,17,14:00:00,14,25,-1,0,0.362,0.507,1,1.0,0.0
E0,2022-08-28,16:30:00,Nott'm Forest,Tottenham,C Pawson,7.0,4.6,1.44,2,19,23,16:30:00,16,5,1,2,0.374,0.506,2,0.0,0.0
E0,2022-08-30,19:30:00,Crystal Palace,Brentford,S Hooper,2.05,3.4,3.6,0,7,3,19:30:00,19,33,2,0,0.397,0.415,1,1.0,1.0
E0,2022-08-30,19:30:00,Fulham,Brighton,T Bramall,3.1,3.3,2.3,1,9,4,19:30:00,19,35,1,2,0.425,0.46,2,0.0,0.0
E0,2022-08-30,19:45:00,Southampton,Chelsea,M Oliver,5.25,4.0,1.61,1,21,6,19:45:00,19,22,-2,0,0.197,0.525,2,0.0,0.0
E0,2022-08-30,20:00:00,Leeds,Everton,D England,2.15,3.5,3.3,0,11,8,20:00:00,20,8,0,-1,0.276,0.344,1,0.5,0.5
E0,2022-08-31,19:30:00,Arsenal,Aston Villa,R Jones,1.45,4.5,6.0,1,0,1,19:30:00,19,27,5,-2,0.684,0.503,1,1.0,1.0
E0,2022-08-31,19:30:00,Bournemouth,Wolves,A Taylor,3.5,3.3,2.15,0,2,26,19:30:00,19,3,0,-4,0.401,0.362,2,0.0,0.0
E0,2022-08-31,19:30:00,Man City,Nott'm Forest,P Tierney,1.06,13.0,29.0,1,15,19,19:30:00,19,26,5,-1,0.74,0.374,1,0.0,0.0
E0,2022-08-31,19:45:00,West Ham,Tottenham,P Bankes,3.6,3.8,1.95,0,25,23,19:45:00,19,25,-3,2,0.39,0.506,2,1.0,0.0
E0,2022-08-31,20:00:00,Liverpool,Newcastle,A Marriner,1.33,5.25,9.0,1,13,17,20:00:00,20,2,3,1,0.711,0.507,1,1.0,1.0
E0,2022-01-09,20:00:00,Leicester,Man United,C Pawson,3.4,3.75,2.05,2,12,16,20:00:00,20,5,0,-3,0.299,0.496,2,1.5,0.5
E0,2022-03-09,12:30:00,Everton,Liverpool,A Taylor,7.0,4.75,1.4,0,8,13,12:30:00,12,3,0,2,0.344,0.711,2,0.0,0.0
E0,2022-03-09,15:00:00,Brentford,Leeds,R Jones,2.1,3.5,3.4,1,3,11,15:00:00,15,27,1,-1,0.415,0.276,1,0.5,0.5
E0,2022-03-09,15:00:00,Chelsea,West Ham,A Madley,1.55,4.5,5.5,1,6,25,15:00:00,15,1,2,-1,0.525,0.39,1,1.0,0.0
E0,2022-03-09,15:00:00,Newcastle,Crystal Palace,M Salisbury,2.0,3.5,3.75,0,17,7,15:00:00,15,23,2,-1,0.507,0.397,1,1.5,0.5
E0,2022-03-09,15:00:00,Nott'm Forest,Bournemouth,M Oliver,1.95,3.5,3.8,2,19,2,15:00:00,15,22,0,-2,0.374,0.401,1,0.0,0.0
E0,2022-03-09,15:00:00,Tottenham,Fulham,S Attwell,1.5,4.5,6.5,1,23,9,15:00:00,15,31,5,-1,0.506,0.425,1,0.0,0.0
E0,2022-03-09,15:00:00,Wolves,Southampton,J Brooks,2.2,3.4,3.25,1,26,21,15:00:00,15,11,-2,-2,0.362,0.197,1,1.0,1.0
E0,2022-03-09,17:30:00,Aston Villa,Man City,S Hooper,8.0,5.5,1.33,0,1,15,17:30:00,17,33,-1,3,0.503,0.74,2,0.0,0.0
E0,2022-04-09,14:00:00,Brighton,Leicester,T Harrington,1.83,3.5,4.5,1,4,12,14:00:00,14,36,3,-2,0.46,0.299,1,1.5,0.5
E0,2022-04-09,16:30:00,Man United,Arsenal,P Tierney,2.5,3.5,2.7,1,16,0,16:30:00,16,26,2,1,0.496,0.684,1,1.0,0.0
E0,2022-09-16,20:00:00,Aston Villa,Southampton,T Harrington,2.1,3.5,3.5,1,1,21,20:00:00,20,36,0,-3,0.503,0.197,1,1.0,0.0
E0,2022-09-16,20:00:00,Nott'm Forest,Fulham,J Gillett,2.75,3.3,2.62,2,19,9,20:00:00,20,12,-1,-2,0.374,0.425,2,0.0,0.0
E0,2022-09-17,12:30:00,Wolves,Man City,A Taylor,9.5,5.0,1.33,2,26,15,12:30:00,12,3,0,2,0.362,0.74,2,0.0,0.0
E0,2022-09-17,15:00:00,Newcastle,Bournemouth,C Pawson,1.44,4.4,7.5,0,17,2,15:00:00,15,5,1,-1,0.507,0.401,1,0.0,0.0
E0,2022-09-17,17:30:00,Tottenham,Leicester,S Hooper,1.45,4.5,7.0,1,23,12,17:30:00,17,33,5,-2,0.506,0.299,1,1.0,1.0
E0,2022-09-18,12:00:00,Brentford,Arsenal,D Coote,4.2,3.8,1.8,2,3,0,12:00:00,12,7,2,-1,0.415,0.684,2,1.0,0.0
E0,2022-09-18,14:15:00,Everton,West Ham,M Oliver,2.9,3.25,2.5,1,8,25,14:15:00,14,22,-1,-1,0.344,0.39,2,0.0,0.0
E0,2022-01-10,12:30:00,Arsenal,Tottenham,A Taylor,2.05,3.75,3.3,1,0,23,12:30:00,12,3,5,2,0.684,0.506,1,1.0,0.0
E0,2022-01-10,15:00:00,Bournemouth,Brentford,T Bramall,3.3,3.4,2.2,0,2,3,15:00:00,15,35,0,-1,0.401,0.415,2,0.0,0.0
E0,2022-01-10,15:00:00,Crystal Palace,Chelsea,C Kavanagh,4.2,3.6,1.85,2,7,6,15:00:00,15,4,2,-1,0.397,0.525,2,0.0,0.0
E0,2022-01-10,15:00:00,Fulham,Newcastle,D England,3.0,3.4,2.37,2,9,17,15:00:00,15,8,2,-1,0.425,0.507,2,0.0,0.0
E0,2022-01-10,15:00:00,Liverpool,Brighton,A Madley,1.33,5.25,8.5,0,13,4,15:00:00,15,1,3,2,0.711,0.46,1,0.5,1.5
E0,2022-01-10,15:00:00,Southampton,Everton,A Marriner,2.15,3.4,3.4,2,21,8,15:00:00,15,2,-2,-2,0.197,0.344,1,1.0,0.0
E0,2022-01-10,17:30:00,West Ham,Wolves,P Tierney,1.95,3.5,4.2,1,25,26,17:30:00,17,26,-3,-3,0.39,0.362,1,1.0,0.0
E0,2022-02-10,14:00:00,Man City,Man United,M Oliver,1.33,5.75,7.5,1,15,16,14:00:00,14,22,5,-1,0.74,0.496,1,1.0,1.0
E0,2022-02-10,16:30:00,Leeds,Aston Villa,S Attwell,2.35,3.4,3.0,0,11,1,16:30:00,16,31,1,-3,0.276,0.503,1,0.5,0.5
E0,2022-03-10,20:00:00,Leicester,Nott'm Forest,R Jones,1.75,4.0,4.33,1,12,19,20:00:00,20,27,0,-2,0.299,0.374,1,0.0,0.0
E0,2022-08-10,15:00:00,Bournemouth,Leicester,M Salisbury,3.6,3.4,2.05,1,2,12,15:00:00,15,23,0,-4,0.401,0.299,2,0.0,0.0
E0,2022-08-10,15:00:00,Chelsea,Wolves,S Hooper,1.4,4.5,8.0,1,6,26,15:00:00,15,33,3,-4,0.525,0.362,1,1.0,1.0
E0,2022-08-10,15:00:00,Man City,Southampton,A Madley,1.11,10.0,17.0,1,15,21,15:00:00,15,1,5,-3,0.74,0.197,1,1.0,1.0
E0,2022-08-10,15:00:00,Newcastle,Brentford,J Brooks,1.83,3.8,4.2,1,17,3,15:00:00,15,11,2,0,0.507,0.415,1,0.5,1.5
E0,2022-08-10,17:30:00,Brighton,Tottenham,T Harrington,2.8,3.4,2.5,2,4,23,17:30:00,17,36,4,1,0.46,0.506,2,0.0,1.0
E0,2022-09-10,14:00:00,Crystal Palace,Leeds,P Tierney,2.05,3.5,3.6,1,7,11,14:00:00,14,26,0,-2,0.397,0.276,1,0.5,0.5
E0,2022-09-10,14:00:00,West Ham,Fulham,C Kavanagh,1.72,3.8,4.75,1,25,9,14:00:00,14,4,-1,-1,0.39,0.425,1,0.0,0.0
E0,2022-09-10,16:30:00,Arsenal,Liverpool,M Oliver,2.5,3.6,2.62,1,0,13,16:30:00,16,22,5,1,0.684,0.711,1,0.0,0.0
E0,2022-09-10,19:00:00,Everton,Man United,D Coote,3.6,3.5,2.05,2,8,16,19:00:00,19,7,1,-1,0.344,0.496,2,1.5,0.5
E0,2022-10-10,20:00:00,Nott'm Forest,Aston Villa,A Taylor,3.3,3.4,2.2,0,19,1,20:00:00,20,3,-2,-4,0.374,0.503,2,0.0,0.0
E0,2022-10-14,20:00:00,Brentford,Brighton,M Salisbury,3.1,3.4,2.3,1,3,4,20:00:00,20,23,0,1,0.415,0.46,2,0.0,0.0
E0,2022-10-15,12:30:00,Leicester,Crystal Palace,A Madley,2.3,3.4,3.1,0,12,7,12:30:00,12,1,0,-2,0.299,0.397,1,1.5,0.5
E0,2022-10-15,15:00:00,Fulham,Bournemouth,G Scott,1.85,3.75,4.0,0,9,2,15:00:00,15,10,1,-1,0.425,0.401,1,0.0,0.0
E0,2022-10-15,15:00:00,Wolves,Nott'm Forest,T Bramall,1.7,3.75,5.0,1,26,19,15:00:00,15,35,0,-3,0.362,0.374,1,0.0,0.0
E0,2022-10-15,17:30:00,Tottenham,Everton,P Tierney,1.5,4.5,6.5,1,23,8,17:30:00,17,26,5,-1,0.506,0.344,1,1.5,0.5
E0,2022-10-16,14:00:00,Aston Villa,Chelsea,R Jones,4.33,3.75,1.8,2,1,6,14:00:00,14,27,1,1,0.503,0.525,2,0.0,0.0
E0,2022-10-16,14:00:00,Leeds,Arsenal,C Kavanagh,6.0,4.2,1.55,2,11,0,14:00:00,14,4,2,1,0.276,0.684,2,0.0,0.0
E0,2022-10-16,14:00:00,Man United,Newcastle,C Pawson,1.95,3.8,3.5,0,16,17,14:00:00,14,5,2,1,0.496,0.507,1,1.5,0.5
E0,2022-10-16,14:00:00,Southampton,West Ham,P Bankes,2.9,3.4,2.4,0,21,25,14:00:00,14,25,-2,-3,0.197,0.39,2,0.5,1.5
E0,2022-10-16,16:30:00,Liverpool,Man City,A Taylor,3.6,4.0,1.9,1,13,15,16:30:00,16,3,3,2,0.711,0.74,2,1.0,1.0
E0,2022-10-18,19:30:00,Brighton,Nott'm Forest,D England,1.4,4.75,7.0,0,4,19,19:30:00,19,8,2,-4,0.46,0.374,1,0.0,0.0
E0,2022-10-18,20:15:00,Crystal Palace,Wolves,D Coote,2.25,3.1,3.4,1,7,26,20:15:00,20,7,0,-4,0.397,0.362,1,1.0,1.0
E0,2022-10-19,19:30:00,Bournemouth,Southampton,J Brooks,2.62,3.3,2.62,2,2,21,19:30:00,19,11,1,-3,0.401,0.197,1,0.0,0.0
E0,2022-10-19,19:30:00,Brentford,Chelsea,J Gillett,4.75,3.8,1.72,0,3,6,19:30:00,19,12,2,1,0.415,0.525,2,0.0,1.0
E0,2022-10-19,19:30:00,Liverpool,West Ham,S Attwell,1.4,5.0,7.0,1,13,25,19:30:00,19,31,3,-2,0.711,0.39,1,1.0,0.0
E0,2022-10-19,19:30:00,Newcastle,Everton,T Harrington,1.6,3.8,5.75,1,17,8,19:30:00,19,36,2,-1,0.507,0.344,1,1.0,0.0
E0,2022-10-19,20:15:00,Man United,Tottenham,S Hooper,2.45,3.5,2.75,1,16,23,20:15:00,20,33,2,1,0.496,0.506,1,1.0,1.0
E0,2022-10-20,19:30:00,Fulham,Aston Villa,M Oliver,2.9,3.3,2.5,1,9,1,19:30:00,19,22,1,-3,0.425,0.503,2,0.0,0.0
E0,2022-10-20,20:15:00,Leicester,Leeds,P Bankes,2.25,3.6,3.0,1,12,11,20:15:00,20,25,-1,-2,0.299,0.276,1,1.5,0.5
E0,2022-10-22,12:30:00,Nott'm Forest,Liverpool,P Tierney,11.0,6.0,1.25,1,19,13,12:30:00,12,26,-2,-1,0.374,0.711,2,0.0,0.0
E0,2022-10-22,15:00:00,Everton,Crystal Palace,S Hooper,2.6,3.2,2.87,1,8,7,15:00:00,15,33,-1,-2,0.344,0.397,1,1.0,0.0
E0,2022-10-22,15:00:00,Man City,Brighton,C Pawson,1.2,7.0,13.0,1,15,4,15:00:00,15,5,5,0,0.74,0.46,1,1.0,1.0
E0,2022-10-22,17:30:00,Chelsea,Man United,S Attwell,2.05,3.5,3.5,0,6,16,17:30:00,17,31,4,1,0.525,0.496,1,1.0,1.0
E0,2022-10-23,14:00:00,Aston Villa,Brentford,D England,2.1,3.5,3.5,1,1,3,14:00:00,14,8,0,-2,0.503,0.415,1,0.5,0.5
E0,2022-10-23,14:00:00,Leeds,Fulham,A Taylor,2.05,3.5,3.6,2,11,9,14:00:00,14,3,1,-2,0.276,0.425,1,0.0,0.0
E0,2022-10-23,14:00:00,Southampton,Arsenal,R Jones,6.0,4.0,1.57,0,21,0,14:00:00,14,27,-1,3,0.197,0.684,2,1.0,0.0
E0,2022-10-23,14:00:00,Wolves,Leicester,M Oliver,2.25,3.25,3.25,2,26,12,14:00:00,14,22,1,-5,0.362,0.299,1,1.0,0.0
E0,2022-10-23,16:30:00,Tottenham,Newcastle,J Gillett,2.05,3.5,3.5,2,23,17,16:30:00,16,12,5,0,0.506,0.507,1,1.0,1.0
E0,2022-10-24,20:00:00,West Ham,Bournemouth,D Coote,1.55,4.0,6.0,1,25,2,20:00:00,20,7,0,-1,0.39,0.401,1,0.0,0.0
E0,2022-10-29,12:30:00,Leicester,Man City,R Jones,10.0,6.5,1.25,2,12,15,12:30:00,12,27,0,1,0.299,0.74,2,0.0,0.0
E0,2022-10-29,15:00:00,Bournemouth,Tottenham,A Taylor,5.0,3.8,1.7,2,2,23,15:00:00,15,3,-1,0,0.401,0.506,2,0.0,0.0
E0,2022-10-29,15:00:00,Brentford,Wolves,R Madley,2.2,3.4,3.3,0,3,26,15:00:00,15,28,1,-4,0.415,0.362,1,0.0,1.0
E0,2022-10-29,15:00:00,Brighton,Chelsea,A Madley,3.0,3.3,2.4,1,4,6,15:00:00,15,1,1,0,0.46,0.525,2,1.0,1.0
E0,2022-10-29,15:00:00,Crystal Palace,Southampton,M Salisbury,1.9,3.6,4.0,1,7,21,15:00:00,15,23,2,-1,0.397,0.197,1,0.5,1.5
E0,2022-10-29,15:00:00,Newcastle,Aston Villa,P Tierney,1.8,3.75,4.5,1,17,1,15:00:00,15,26,2,-3,0.507,0.503,1,1.0,0.0
E0,2022-10-29,17:30:00,Fulham,Everton,J Brooks,2.37,3.4,3.0,0,9,8,17:30:00,17,11,2,-1,0.425,0.344,1,0.0,0.0
E0,2022-10-29,19:45:00,Liverpool,Leeds,M Oliver,1.3,6.0,9.0,2,13,11,19:45:00,19,22,4,-4,0.711,0.276,1,1.0,1.0
E0,2022-10-30,14:00:00,Arsenal,Nott'm Forest,S Hooper,1.2,7.0,12.0,1,0,19,14:00:00,14,33,5,-3,0.684,0.374,1,0.0,0.0
E0,2022-10-30,16:15:00,Man United,West Ham,C Kavanagh,1.66,4.0,4.8,1,16,25,16:15:00,16,4,2,-2,0.496,0.39,1,1.0,1.0
E0,2022-05-11,15:00:00,Leeds,Bournemouth,T Harrington,1.72,3.8,4.75,1,11,2,15:00:00,15,36,-1,-1,0.276,0.401,1,0.0,0.0
E0,2022-05-11,15:00:00,Man City,Fulham,D England,1.11,9.5,19.0,1,15,9,15:00:00,15,8,5,-1,0.74,0.425,1,0.0,0.0
E0,2022-05-11,15:00:00,Nott'm Forest,Brentford,A Marriner,2.75,3.3,2.6,0,19,3,15:00:00,15,2,-2,-3,0.374,0.415,2,0.0,0.0
E0,2022-05-11,15:00:00,Wolves,Brighton,G Scott,3.3,3.3,2.25,2,26,4,15:00:00,15,10,0,-2,0.362,0.46,2,0.0,1.0
E0,2022-05-11,17:30:00,Everton,Leicester,D Coote,2.4,3.3,3.0,2,8,12,17:30:00,17,7,1,-3,0.344,0.299,1,0.5,1.5
E0,2022-06-11,12:00:00,Chelsea,Arsenal,M Oliver,2.55,3.4,2.7,2,6,0,12:00:00,12,22,3,2,0.525,0.684,1,0.0,1.0
E0,2022-06-11,14:00:00,Aston Villa,Man United,A Taylor,3.3,3.8,2.1,1,1,16,14:00:00,14,3,0,2,0.503,0.496,2,0.5,1.5
E0,2022-06-11,14:00:00,Southampton,Newcastle,S Attwell,4.0,3.6,1.9,2,21,17,14:00:00,14,31,-1,1,0.197,0.507,2,0.5,0.5
E0,2022-06-11,14:00:00,West Ham,Crystal Palace,P Tierney,1.9,3.4,4.2,2,25,7,14:00:00,14,26,2,-2,0.39,0.397,1,0.5,1.5
E0,2022-06-11,16:30:00,Tottenham,Liverpool,A Madley,3.3,3.6,2.1,2,23,13,16:30:00,16,1,3,-3,0.506,0.711,2,1.0,1.0
E0,2022-12-11,12:30:00,Man City,Brentford,P Bankes,1.14,8.0,17.0,2,15,3,12:30:00,12,25,5,-2,0.74,0.415,1,1.0,1.0
E0,2022-12-11,15:00:00,Bournemouth,Everton,C Pawson,2.8,3.25,2.6,1,2,8,15:00:00,15,5,-1,-1,0.401,0.344,2,0.0,0.0
E0,2022-12-11,15:00:00,Liverpool,Southampton,S Hooper,1.25,6.5,11.0,1,13,21,15:00:00,15,33,2,-3,0.711,0.197,1,1.0,1.0
E0,2022-12-11,15:00:00,Nott'm Forest,Crystal Palace,J Brooks,3.1,3.1,2.45,1,19,7,15:00:00,15,11,-1,-1,0.374,0.397,2,0.0,0.0
E0,2022-12-11,15:00:00,Tottenham,Leeds,M Salisbury,1.65,4.2,4.75,1,23,11,15:00:00,15,23,1,-3,0.506,0.276,1,1.0,1.0
E0,2022-12-11,15:00:00,West Ham,Leicester,J Gillett,2.05,3.4,3.75,2,25,12,15:00:00,15,12,2,-1,0.39,0.299,1,1.5,0.5
E0,2022-12-11,17:30:00,Newcastle,Chelsea,R Jones,2.35,3.4,3.0,1,17,6,17:30:00,17,27,3,0,0.507,0.525,1,0.0,0.0
E0,2022-12-11,19:45:00,Wolves,Arsenal,S Attwell,6.0,4.2,1.55,2,26,0,19:45:00,19,31,-1,2,0.362,0.684,2,0.0,0.0
E0,2022-11-13,14:00:00,Brighton,Aston Villa,C Kavanagh,1.83,3.75,4.2,2,4,1,14:00:00,14,4,2,-3,0.46,0.503,1,0.0,0.0
E0,2022-11-13,16:30:00,Fulham,Man United,P Tierney,3.8,3.8,1.9,2,9,16,16:30:00,16,26,1,0,0.425,0.496,2,0.0,0.0
E0,2022-12-26,12:30:00,Brentford,Tottenham,D Coote,4.0,3.6,1.91,0,3,23,12:30:00,12,7,1,0,0.415,0.506,2,0.5,0.5
E0,2022-12-26,15:00:00,Crystal Palace,Fulham,A Madley,2.05,3.6,3.5,2,7,9,15:00:00,15,1,2,-1,0.397,0.425,1,0.0,0.0
E0,2022-12-26,15:00:00,Everton,Wolves,C Pawson,2.3,3.25,3.2,2,8,26,15:00:00,15,5,0,-3,0.344,0.362,1,0.0,0.0
E0,2022-12-26,15:00:00,Leicester,Newcastle,J Gillett,3.25,3.5,2.2,2,12,17,15:00:00,15,12,0,2,0.299,0.507,2,1.0,0.0
E0,2022-12-26,15:00:00,Southampton,Brighton,R Jones,3.3,3.5,2.15,2,21,4,15:00:00,15,27,-1,-2,0.197,0.46,2,1.0,1.0
E0,2022-12-26,17:30:00,Aston Villa,Liverpool,P Tierney,4.75,4.0,1.7,2,1,13,17:30:00,17,26,2,-2,0.503,0.711,2,0.0,0.0
E0,2022-12-26,20:00:00,Arsenal,West Ham,M Oliver,1.5,4.33,6.5,1,0,25,20:00:00,20,22,5,-4,0.684,0.39,1,1.0,1.0
E0,2022-12-27,17:30:00,Chelsea,Bournemouth,S Hooper,1.3,5.5,10.0,1,6,2,17:30:00,17,33,2,-1,0.525,0.401,1,0.0,0.0
E0,2022-12-27,20:00:00,Man United,Nott'm Forest,A Taylor,1.29,5.5,11.0,1,16,19,20:00:00,20,3,4,-4,0.496,0.374,1,0.0,0.0
E0,2022-12-28,20:00:00,Leeds,Man City,S Attwell,9.5,6.0,1.29,2,11,15,20:00:00,20,31,-1,1,0.276,0.74,2,0.0,0.0
E0,2022-12-30,19:45:00,West Ham,Brentford,D England,2.0,3.6,3.6,2,25,3,19:45:00,19,8,1,-1,0.39,0.415,1,0.0,0.0
E0,2022-12-30,20:00:00,Liverpool,Leicester,C Pawson,1.29,6.0,9.5,1,13,12,20:00:00,20,5,2,1,0.711,0.299,1,1.0,0.0
E0,2022-12-31,12:30:00,Wolves,Man United,R Jones,4.0,3.6,1.91,2,26,16,12:30:00,12,27,-3,0,0.362,0.496,2,0.0,1.0
E0,2022-12-31,15:00:00,Bournemouth,Crystal Palace,A Marriner,2.8,3.3,2.5,2,2,7,15:00:00,15,2,0,-1,0.401,0.397,2,0.0,0.0
E0,2022-12-31,15:00:00,Fulham,Southampton,G Scott,1.95,3.6,3.75,1,9,21,15:00:00,15,10,-1,-3,0.425,0.197,1,0.0,0.0
E0,2022-12-31,15:00:00,Man City,Everton,A Madley,1.13,9.0,19.0,0,15,8,15:00:00,15,1,3,-2,0.74,0.344,1,1.0,1.0
E0,2022-12-31,15:00:00,Newcastle,Leeds,S Hooper,1.45,4.5,7.0,0,17,11,15:00:00,15,33,4,-3,0.507,0.276,1,0.5,1.5
E0,2022-12-31,17:30:00,Brighton,Arsenal,A Taylor,3.4,3.5,2.1,2,4,0,17:30:00,17,3,0,4,0.46,0.684,2,0.5,1.5
E0,2023-01-01,14:00:00,Tottenham,Aston Villa,J Brooks,1.67,4.0,5.0,2,23,1,14:00:00,14,11,1,-1,0.506,0.503,1,1.0,1.0
E0,2023-01-01,16:30:00,Nott'm Forest,Chelsea,P Bankes,5.0,3.8,1.7,0,19,6,16:30:00,16,25,1,0,0.374,0.525,2,0.0,0.0
E0,2023-02-01,17:30:00,Brentford,Liverpool,S Attwell,5.5,4.33,1.55,1,3,13,17:30:00,17,31,0,0,0.415,0.711,2,0.5,0.5
E0,2023-03-01,19:45:00,Arsenal,Newcastle,A Madley,1.8,3.8,4.33,0,0,17,19:45:00,19,1,5,4,0.684,0.507,1,1.0,0.0
E0,2023-03-01,19:45:00,Everton,Brighton,A Marriner,3.5,3.5,2.1,2,8,4,19:45:00,19,2,-1,0,0.344,0.46,2,0.0,1.0
E0,2023-03-01,19:45:00,Leicester,Fulham,D Bond,2.2,3.6,3.1,2,12,9,19:45:00,19,6,0,1,0.299,0.425,1,0.0,0.0
E0,2023-03-01,20:00:00,Man United,Bournemouth,M Salisbury,1.29,5.5,11.0,1,16,2,20:00:00,20,23,4,-3,0.496,0.401,1,0.0,0.0
E0,2023-04-01,19:30:00,Southampton,Nott'm Forest,T Bramall,2.0,3.5,3.8,2,21,19,19:30:00,19,35,-3,-4,0.197,0.374,1,0.0,0.0
E0,2023-04-01,19:45:00,Leeds,West Ham,D Coote,2.6,3.5,2.6,0,11,25,19:45:00,19,7,-2,-4,0.276,0.39,1,0.0,1.0
E0,2023-04-01,20:00:00,Aston Villa,Wolves,J Gillett,1.95,3.6,4.0,0,1,26,20:00:00,20,12,1,-2,0.503,0.362,1,0.0,0.0
E0,2023-04-01,20:00:00,Crystal Palace,Tottenham,M Oliver,3.4,3.5,2.15,2,7,23,20:00:00,20,22,1,0,0.397,0.506,2,1.0,0.0
E0,2023-05-01,20:00:00,Chelsea,Man City,P Tierney,5.0,4.0,1.67,2,6,15,20:00:00,20,26,2,2,0.525,0.74,2,0.0,0.0
E0,2023-12-01,20:00:00,Fulham,Chelsea,D Coote,3.3,3.5,2.15,1,9,6,20:00:00,20,7,1,-1,0.425,0.525,2,0.0,0.0
E0,2023-01-13,20:00:00,Aston Villa,Leeds,M Oliver,1.91,3.6,4.0,1,1,11,20:00:00,20,22,0,-2,0.503,0.276,1,1.0,2.0
E0,2023-01-14,12:30:00,Man United,Man City,S Attwell,4.2,3.6,1.85,1,16,15,12:30:00,12,31,4,3,0.496,0.74,2,0.0,0.0
E0,2023-01-14,15:00:00,Brighton,Liverpool,D England,3.4,3.6,2.1,1,4,13,15:00:00,15,8,-2,-1,0.46,0.711,2,1.0,1.0
E0,2023-01-14,15:00:00,Everton,Southampton,J Brooks,2.25,3.25,3.3,2,8,21,15:00:00,15,11,-3,-3,0.344,0.197,1,1.0,1.0
